,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,brandenburg_gun_279_x2,0.36,0.44,1.28,2.24,,4,friedrich_gun_228_x2,0.41,0.51,1.28,2.16,,4,friedrich_gun_305_x2,0.36,0.44,1.28,1.84,,4,vdt_gun_280_x2,0.41,0.51,1.28,1.6,,4,vdt_gun_200_x2,0.47,0.58,1.28,1.92,,4/52,spee_gun_var_280_x2,0.42,0.52,1.28,1.82,,4,bismarck_gun_b_150_x2,0.6,0.7,1.28,2.23,,4,spee_gun_150_x2,0.7,0.865,1.28,1.9,,4/54,spee_gun_280_x2_a,0.42,0.52,1.28,1.9,,4,bismarck_gun_150_x2,0.6,0.7,1.28,2.23,,4,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,,4,bismarck_gun_380_x2,0.36,0.44,1.28,1.44,,4,bismarck_gun_380_short_x2,0.36,1.28,1.28,,,10,brandenburg_gun_76_x1,1.9,2.08,0.765,1.16,,10,dd_s_gun_c_102_x1,1.9,2.08,0.765,1.16,,10/40,dd_s_gun_d_102_x1,2,2.18,0.765,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,brandenburg_gun_279_x3,0.36,0.44,1,1.24,,4,friedrich_gun_228_x3,0.41,0.51,1,2.16,,4,friedrich_gun_305_x3,0.36,0.44,1,1.84,,4,vdt_gun_280_x3,0.41,0.51,1,1.6,,4,,,,1,,,4/52,spee_gun_var_280_x3,0.42,0.52,1,1.82,,4,bismarck_gun_b_150_x3,0.6,0.7,1,2.23,,4,spee_gun_150_x3,0.7,0.865,1,1.9,,4/54,spee_gun_280_x3_a,0.42,0.52,1,1.9,,4,bismarck_gun_150_x3,0.6,0.7,1,2.23,,4,bismarck_gun_105_x3,0.8,0.99,1,1.9,,4,bismarck_gun_380_x3,0.36,0.44,1,1.44,,4,bismarck_gun_380_short_x3,0.36,1,1,,,11,brandenburg_gun_76_x1,2.09,2.27,0.7,0.92,,11,dd_s_gun_c_102_x1,2.09,2.27,0.7,0.92,,11/40,dd_s_gun_d_102_x1,2.2,2.38,0.7,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.85,,,,,,,0.85,,,,,,,0.85,,,4,vdt_gun_280_x4,0.41,0.51,0.85,1.6,,,,,,0.85,,,,,,,0.85,,,4,bismarck_gun_b_150_x4,0.6,0.7,0.85,2.23,,,,,,0.85,,,4/54,spee_gun_280_x4_a,0.42,0.52,0.85,1.9,,4,bismarck_gun_150_x4,0.6,0.7,0.85,2.23,,4,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,,4,bismarck_gun_380_x4,0.36,0.44,0.85,1.44,,4,bismarck_gun_380_short_x4,0.36,0.85,0.85,,,12,brandenburg_gun_76_x1,2.28,2.46,0.71,0.92,,12,dd_s_gun_c_102_x1,2.28,2.46,0.71,0.92,,12/40,dd_s_gun_d_102_x1,2.4,2.58,0.71,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,brandenburg_gun_279_x1,0.45,0.53,1.25,1.74,,5,friedrich_gun_228_x1,0.5125,0.6125,1.25,1.68,,5,friedrich_gun_305_x1,0.45,0.53,1.25,1.43,,5,vdt_gun_280_x1,0.5125,0.6125,1.25,1.26,,5,vdt_gun_200_x1,0.5875,0.69,1.25,1.5,,5/52,spee_gun_var_280_x1,0.525,0.625,1.25,1.42,,5,bismarck_gun_b_150_x1,0.725,0.8,1.25,1.855,,5,spee_gun_150_x1,0.875,1.04,1.25,1.48,,5/54,spee_gun_280_x1_a,0.525,0.625,1.25,1.48,,5,bismarck_gun_150_x1,0.725,0.8,1.25,1.855,,5,bismarck_gun_105_x1,1,1.19,1.25,1.5,,5,bismarck_gun_380_x1,0.45,0.53,1.25,1.12,,5,bismarck_gun_380_short_x1,0.45,1.25,1.25,,,13,brandenburg_gun_76_x1,2.47,2.65,0.745,0.92,,13,dd_s_gun_c_102_x1,2.47,2.65,0.745,0.92,,13/40,dd_s_gun_d_102_x1,2.6,2.78,0.745,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,brandenburg_gun_279_x2,0.45,0.53,0.95,1.74,,5,friedrich_gun_228_x2,0.5125,0.6125,0.95,1.68,,5,friedrich_gun_305_x2,0.45,0.53,0.95,1.43,,5,vdt_gun_280_x2,0.5125,0.6125,0.95,1.26,,5,vdt_gun_200_x2,0.5875,0.69,0.95,1.5,,5/52,spee_gun_var_280_x2,0.525,0.625,0.95,1.42,,5,bismarck_gun_b_150_x2,0.725,0.8,0.95,1.855,,5,spee_gun_150_x2,0.875,1.04,0.95,1.48,,5/54,spee_gun_280_x2_a,0.525,0.625,0.95,1.48,,5,bismarck_gun_150_x2,0.725,0.8,0.95,1.855,,5,bismarck_gun_105_x2,1,1.19,0.95,1.5,,5,bismarck_gun_380_x2,0.45,0.53,0.95,1.12,,5,bismarck_gun_380_short_x2,0.45,0.95,0.95,,,14,brandenburg_gun_76_x1,2.66,2.84,0.75,0.92,,14,dd_s_gun_c_102_x1,2.66,2.84,0.75,0.92,,14/40,dd_s_gun_d_102_x1,2.8,2.98,0.75,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,brandenburg_gun_279_x3,0.45,0.53,0.75,0.99,,5,friedrich_gun_228_x3,0.5125,0.6125,0.75,1.68,,5,friedrich_gun_305_x3,0.45,0.53,0.75,1.43,,5,vdt_gun_280_x3,0.5125,0.6125,0.75,1.26,,5,,,,0.75,,,5/52,spee_gun_var_280_x3,0.525,0.625,0.75,1.42,,5,bismarck_gun_b_150_x3,0.725,0.8,0.75,1.855,,5,spee_gun_150_x3,0.875,1.04,0.75,1.48,,5/54,spee_gun_280_x3_a,0.525,0.625,0.75,1.48,,5,bismarck_gun_150_x3,0.725,0.8,0.75,1.855,,5,bismarck_gun_105_x3,1,1.19,0.75,1.5,,5,bismarck_gun_380_x3,0.45,0.53,0.75,1.12,,5,bismarck_gun_380_short_x3,0.45,0.75,0.75,,,15,brandenburg_gun_76_x1,2.85,3.03,0.76,0.9,,15,dd_s_gun_c_102_x1,2.85,3.03,0.76,0.9,,15/40,dd_s_gun_d_102_x1,3,3.18,0.76,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.68,,,,,,,0.68,,,,,,,0.68,,,5,vdt_gun_280_x4,0.5125,0.6125,0.68,1.26,,,,,,0.68,,,,,,,0.68,,,5,bismarck_gun_b_150_x4,0.725,0.8,0.68,1.855,,,,,,0.68,,,5/54,spee_gun_280_x4_a,0.525,0.625,0.68,1.48,,5,bismarck_gun_150_x4,0.725,0.8,0.68,1.855,,5,bismarck_gun_105_x4,1,1.19,0.68,1.5,,5,bismarck_gun_380_x4,0.45,0.53,0.68,1.12,,5,bismarck_gun_380_short_x4,0.45,0.68,0.68,,,16,brandenburg_gun_76_x1,3.04,3.22,0.78,0.9,,16,dd_s_gun_c_102_x1,3.04,3.22,0.78,0.9,,16/40,dd_s_gun_d_102_x1,3.2,3.38,0.78,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,brandenburg_gun_279_x1,0.54,0.62,1.185,1.66,,6,friedrich_gun_228_x1,0.615,0.715,1.185,1.6,,6,friedrich_gun_305_x1,0.54,0.62,1.185,1.38,,6,vdt_gun_280_x1,0.615,0.715,1.185,1.2,,6,vdt_gun_200_x1,0.705,0.81,1.185,1.42,,6/52,spee_gun_var_280_x1,0.63,0.73,1.185,1.36,,6,bismarck_gun_b_150_x1,0.85,0.92,1.185,1.78,,6,spee_gun_150_x1,1.05,1.215,1.185,1.4,,6/54,spee_gun_280_x1_a,0.63,0.73,1.185,1.4,,6,bismarck_gun_150_x1,0.85,0.92,1.185,1.78,,6,bismarck_gun_105_x1,1.2,1.39,1.185,1.42,,6,bismarck_gun_380_x1,0.54,0.62,1.185,1.06,,6,bismarck_gun_380_short_x1,0.54,1.185,1.185,,,17,brandenburg_gun_76_x1,3.23,3.41,0.81,0.89,,17,dd_s_gun_c_102_x1,3.23,3.41,0.81,0.89,,17/40,dd_s_gun_d_102_x1,3.4,3.58,0.81,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,brandenburg_gun_279_x2,0.54,0.62,0.86,1.66,,6,friedrich_gun_228_x2,0.615,0.715,0.86,1.6,,6,friedrich_gun_305_x2,0.54,0.62,0.86,1.38,,6,vdt_gun_280_x2,0.615,0.715,0.86,1.2,,6,vdt_gun_200_x2,0.705,0.81,0.86,1.42,,6/52,spee_gun_var_280_x2,0.63,0.73,0.86,1.36,,6,bismarck_gun_b_150_x2,0.85,0.92,0.86,1.78,,6,spee_gun_150_x2,1.05,1.215,0.86,1.4,,6/54,spee_gun_280_x2_a,0.63,0.73,0.86,1.4,,6,bismarck_gun_150_x2,0.85,0.92,0.86,1.78,,6,bismarck_gun_105_x2,1.2,1.39,0.86,1.42,,6,bismarck_gun_380_x2,0.54,0.62,0.86,1.06,,6,bismarck_gun_380_short_x2,0.54,0.86,0.86,,,18,brandenburg_gun_76_x1,3.42,3.6,0.84,0.89,,18,dd_s_gun_c_102_x1,3.42,3.6,0.84,0.89,,18/40,dd_s_gun_d_102_x1,3.6,3.78,0.84,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,brandenburg_gun_279_x3,0.54,0.62,0.66,0.92,,6,friedrich_gun_228_x3,0.615,0.715,0.66,1.6,,6,friedrich_gun_305_x3,0.54,0.62,0.66,1.38,,6,vdt_gun_280_x3,0.615,0.715,0.66,1.2,,6,,,,0.66,,,6/52,spee_gun_var_280_x3,0.63,0.73,0.66,1.36,,6,bismarck_gun_b_150_x3,0.85,0.92,0.66,1.78,,6,spee_gun_150_x3,1.05,1.215,0.66,1.4,,6/54,spee_gun_280_x3_a,0.63,0.73,0.66,1.4,,6,bismarck_gun_150_x3,0.85,0.92,0.66,1.78,,6,bismarck_gun_105_x3,1.2,1.39,0.66,1.42,,6,bismarck_gun_380_x3,0.54,0.62,0.66,1.06,,6,bismarck_gun_380_short_x3,0.54,0.66,0.66,,,19,brandenburg_gun_76_x1,3.61,3.79,0.81,0.88,,19,dd_s_gun_c_102_x1,3.61,3.79,0.81,0.88,,19/40,dd_s_gun_d_102_x1,3.8,3.98,0.81,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.6,,,,,,,0.6,,,,,,,0.6,,,6,vdt_gun_280_x4,0.615,0.715,0.6,1.2,,,,,,0.6,,,,,,,0.6,,,6,bismarck_gun_b_150_x4,0.85,0.92,0.6,1.78,,,,,,0.6,,,6/54,spee_gun_280_x4_a,0.63,0.73,0.6,1.4,,6,bismarck_gun_150_x4,0.85,0.92,0.6,1.78,,6,bismarck_gun_105_x4,1.2,1.39,0.6,1.42,,6,bismarck_gun_380_x4,0.54,0.62,0.6,1.06,,6,bismarck_gun_380_short_x4,0.54,0.6,0.6,,,20,brandenburg_gun_76_x1,3.8,3.98,0.7275,0.88,,20,dd_s_gun_c_102_x1,3.8,3.98,0.7275,0.88,,20/40,dd_s_gun_d_102_x1,4,4.18,0.7275,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,brandenburg_gun_279_x1,0.63,0.71,1.21,1.64,,7,friedrich_gun_228_x1,0.7175,0.8175,1.21,1.56,,7,friedrich_gun_305_x1,0.63,0.71,1.21,1.34,,7,vdt_gun_280_x1,0.7175,0.8175,1.21,1.16,,7,vdt_gun_200_x1,0.8225,0.93,1.21,1.4,,7/52,spee_gun_var_280_x1,0.735,0.835,1.21,1.32,,7,bismarck_gun_b_150_x1,0.975,1.05,1.21,1.74,,7,spee_gun_150_x1,1.225,1.39,1.21,1.38,,7/54,spee_gun_280_x1_a,0.735,0.835,1.21,1.38,,7,bismarck_gun_150_x1,0.975,1.05,1.21,1.74,,7,bismarck_gun_105_x1,1.4,1.59,1.21,1.38,,7,bismarck_gun_380_x1,0.63,0.71,1.21,1.04,,7,bismarck_gun_380_short_x1,0.63,1.21,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,brandenburg_gun_279_x2,0.63,0.71,0.9,1.64,,7,friedrich_gun_228_x2,0.7175,0.8175,0.9,1.56,,7,friedrich_gun_305_x2,0.63,0.71,0.9,1.34,,7,vdt_gun_280_x2,0.7175,0.8175,0.9,1.16,,7,vdt_gun_200_x2,0.8225,0.93,0.9,1.4,,7/52,spee_gun_var_280_x2,0.735,0.835,0.9,1.32,,7,bismarck_gun_b_150_x2,0.975,1.05,0.9,1.74,,7,spee_gun_150_x2,1.225,1.39,0.9,1.38,,7/54,spee_gun_280_x2_a,0.735,0.835,0.9,1.38,,7,bismarck_gun_150_x2,0.975,1.05,0.9,1.74,,7,bismarck_gun_105_x2,1.4,1.59,0.9,1.38,,7,bismarck_gun_380_x2,0.63,0.71,0.9,1.04,,7,bismarck_gun_380_short_x2,0.63,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
