,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,brandenburg_gun_76_x1,1.399,1.57,0.85,,,5,,jap_tb_gun_76_x1,1.899,1.97,0.85,,,5,,bouvet_gun_100_x1,1.399,1.57,0.85,,,5,,friedrich_gun_152_x1,1.1995,1.335,1.25,,,5,40,dd_s_gun_b_102_x1,1.1995,1.335,0.85,,,5,45,dd_s_gun_b_102_x1,1.1995,1.335,0.85,,,5,50,dd_s_gun_b_102_x1,1.1995,1.335,0.85,,,5,40,dd_s_gun_c_102_x1,1.1995,1.335,0.85,,,5,45,dd_s_gun_c_102_x1,1.1995,1.335,0.85,,,5,50,dd_s_gun_c_102_x1,1.1995,1.335,0.85,,,5,40,dd_s_gun_d_102_x1,1.1995,1.335,0.85,,,5,45,dd_s_gun_d_102_x1,1.1995,1.335,0.85,,,5,50,dd_s_gun_d_102_x1,1.1995,1.335,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,brandenburg_gun_76_x1,1.59,1.761,0.75,,,6,,jap_tb_gun_76_x1,2.09,2.261,0.75,,,6,,bouvet_gun_100_x1,1.59,1.761,0.75,,,6,,friedrich_gun_152_x1,1.345,1.4805,1.185,,,6,40,dd_s_gun_b_102_x1,1.345,1.4805,0.75,,,6,45,dd_s_gun_b_102_x1,1.345,1.4805,0.75,,,6,50,dd_s_gun_b_102_x1,1.345,1.4805,0.75,,,6,40,dd_s_gun_c_102_x1,1.345,1.4805,0.75,,,6,45,dd_s_gun_c_102_x1,1.345,1.4805,0.75,,,6,50,dd_s_gun_c_102_x1,1.345,1.4805,0.75,,,6,40,dd_s_gun_d_102_x1,1.345,1.4805,0.75,,,6,45,dd_s_gun_d_102_x1,1.345,1.4805,0.75,,,6,50,dd_s_gun_d_102_x1,1.345,1.4805,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,brandenburg_gun_76_x1,1.781,1.952,0.8,,,7,,jap_tb_gun_76_x1,2.281,2.451,0.8,,,7,,bouvet_gun_100_x1,1.781,1.952,0.8,,,7,,friedrich_gun_152_x1,1.4905,1.626,1.21,,,7,40,dd_s_gun_b_102_x1,1.4905,1.626,0.8,,,7,45,dd_s_gun_b_102_x1,1.4905,1.626,0.8,,,7,50,dd_s_gun_b_102_x1,1.4905,1.626,0.8,,,7,40,dd_s_gun_c_102_x1,1.4905,1.626,0.8,,,7,45,dd_s_gun_c_102_x1,1.4905,1.626,0.8,,,7,50,dd_s_gun_c_102_x1,1.4905,1.626,0.8,,,7,40,dd_s_gun_d_102_x1,1.4905,1.626,0.8,,,7,45,dd_s_gun_d_102_x1,1.4905,1.626,0.8,,,7,50,dd_s_gun_d_102_x1,1.4905,1.626,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,brandenburg_gun_76_x1,1.972,2.143,0.78,,,8,,jap_tb_gun_76_x1,2.471,2.643,0.78,,,8,,bouvet_gun_100_x1,1.972,2.143,0.78,,,8,,friedrich_gun_152_x1,1.636,1.7715,1.17,,,8,40,dd_s_gun_b_102_x1,1.636,1.7715,0.78,,,8,45,dd_s_gun_b_102_x1,1.636,1.7715,0.78,,,8,50,dd_s_gun_b_102_x1,1.636,1.7715,0.78,,,8,40,dd_s_gun_c_102_x1,1.636,1.7715,0.78,,,8,45,dd_s_gun_c_102_x1,1.636,1.7715,0.78,,,8,50,dd_s_gun_c_102_x1,1.636,1.7715,0.78,,,8,40,dd_s_gun_d_102_x1,1.636,1.7715,0.78,,,8,45,dd_s_gun_d_102_x1,1.636,1.7715,0.78,,,8,50,dd_s_gun_d_102_x1,1.636,1.7715,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,brandenburg_gun_76_x1,2.163,2.334,0.7,,,9,,jap_tb_gun_76_x1,2.663,2.834,0.7,,,9,,bouvet_gun_100_x1,2.163,2.334,0.7,,,9,,friedrich_gun_152_x1,1.7815,1.917,1.1,,,9,40,dd_s_gun_b_102_x1,1.7815,1.917,0.7,,,9,45,dd_s_gun_b_102_x1,1.7815,1.917,0.7,,,9,50,dd_s_gun_b_102_x1,1.7815,1.917,0.7,,,9,40,dd_s_gun_c_102_x1,1.7815,1.917,0.7,,,9,45,dd_s_gun_c_102_x1,1.7815,1.917,0.7,,,9,50,dd_s_gun_c_102_x1,1.7815,1.917,0.7,,,9,40,dd_s_gun_d_102_x1,1.7815,1.917,0.7,,,9,45,dd_s_gun_d_102_x1,1.7815,1.917,0.7,,,9,50,dd_s_gun_d_102_x1,1.7815,1.917,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,brandenburg_gun_76_x1,2.354,2.525,0.765,,,10,,jap_tb_gun_76_x1,2.854,3.025,0.765,,,10,,bouvet_gun_100_x1,2.354,2.525,0.765,,,10,,friedrich_gun_152_x1,1.927,2.0625,1.2,,,10,40,dd_s_gun_b_102_x1,1.927,2.0625,0.765,,,10,45,dd_s_gun_b_102_x1,1.927,2.0625,0.765,,,10,50,dd_s_gun_b_102_x1,1.927,2.0625,0.765,,,10,40,dd_s_gun_c_102_x1,1.927,2.0625,0.765,,,10,45,dd_s_gun_c_102_x1,1.927,2.0625,0.765,,,10,50,dd_s_gun_c_102_x1,1.927,2.0625,0.765,,,10,40,dd_s_gun_d_102_x1,1.927,2.0625,0.765,,,10,45,dd_s_gun_d_102_x1,1.927,2.0625,0.765,,,10,50,dd_s_gun_d_102_x1,1.927,2.0625,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,40,,,,,,,,45,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,brandenburg_gun_76_x1,2.545,2.716,0.7,,,11,,jap_tb_gun_76_x1,3.045,3.216,0.7,,,11,,bouvet_gun_100_x1,2.545,2.716,0.7,,,11,,friedrich_gun_152_x1,2.0725,2.208,1.07,,,11,40,dd_s_gun_b_102_x1,2.0725,2.208,0.7,,,11,45,dd_s_gun_b_102_x1,2.0725,2.208,0.7,,,11,50,dd_s_gun_b_102_x1,2.0725,2.208,0.7,,,11,40,dd_s_gun_c_102_x1,2.0725,2.208,0.7,,,11,45,dd_s_gun_c_102_x1,2.0725,2.208,0.7,,,11,50,dd_s_gun_c_102_x1,2.0725,2.208,0.7,,,11,40,dd_s_gun_d_102_x1,2.0725,2.208,0.7,,,11,45,dd_s_gun_d_102_x1,2.0725,2.208,0.7,,,11,50,dd_s_gun_d_102_x1,2.0725,2.208,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
